player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Evan Fournier,80,France,Orlando Magic,Sharpshooter,SG,SF,201,92,10,8,France,94,870,85,72,52,71,60,37,75,80,2494,90,86,84,82,88,80,71,70,40,63,95,80,86,80,25,50,30,45,36,66,85,75,76,65,76,63,38,69,53,42,69,70,72,65,29,45,Current
Terrence Ross,78,United States,Orlando Magic,Inside-Out Scorer,SG,SF,198,93,31,8,Washington,126,955,82,73,62,62,62,43,98,79,2567,85,79,82,85,80,80,70,78,48,85,86,65,82,79,50,85,58,70,45,38,74,65,78,70,62,33,51,68,59,51,70,66,68,60,29,56,Current
Markelle Fultz,77,United States,Orlando Magic,Slashing Playmaker,PG,SG,191,90,20,3,Washington,147,995,76,80,64,83,61,44,50,83,2645,86,79,67,72,80,70,86,85,56,85,92,75,80,87,30,75,42,48,69,79,81,86,86,85,83,74,50,75,66,37,78,72,69,40,35,52,Current
Mohamed Bamba,76,United States,Orlando Magic,Glass Cleaner,C,-,213,99,5,2,Texas,174,1,60,75,69,39,67,83,50,83,2467,46,65,79,67,60,45,84,61,68,75,78,75,81,66,85,70,69,64,69,50,80,35,46,32,51,33,77,48,40,97,64,80,64,65,78,87,Current
Michael Carter-Williams,76,United States,Orlando Magic,Slasher,PG,SG,196,86,7,7,Syracuse,203,1,77,75,64,76,73,57,88,76,2746,88,45,71,83,97,80,74,75,38,75,85,95,82,84,40,60,50,62,51,72,95,78,78,74,84,68,58,75,86,62,78,70,85,70,54,60,Current
D.J. Augustin,76,United States,Orlando Magic,Mid-Range Shot Creator,PG,-,180,82,14,2,Texas,207,1,83,73,47,79,48,39,80,76,2402,63,89,79,89,92,85,83,84,28,68,85,82,84,79,25,25,25,59,32,50,80,79,81,82,82,73,25,60,40,27,70,54,60,50,32,45,Current
Al-Farouq Aminu,75,United States  /  Nigeria,Orlando Magic,Stretch Four,PF,SF,203,99,2,0,Wake Forest,236,1,68,73,62,56,74,64,60,77,2554,60,52,70,66,94,65,58,69,75,63,85,82,82,72,55,70,48,64,54,54,80,65,60,56,66,34,79,77,70,58,77,79,75,75,57,71,Current
James Ennis,75,United States,Orlando Magic,Mid-Range Specialist,SF,SG,198,95,11,7,Long Beach State,256,1,79,67,65,58,64,59,40,75,2491,71,82,77,81,85,75,52,57,58,67,80,75,80,82,70,72,53,57,48,50,85,65,68,50,72,33,68,72,41,56,69,72,70,65,56,62,Current
Gary Clark,72,United States,Orlando Magic,Stretch Four,PF,-,203,101,12,2,Cincinnati,369,1,74,70,63,45,57,60,70,75,2376,70,78,75,80,78,60,53,54,65,75,80,80,80,66,55,60,60,54,62,54,90,52,54,35,54,29,62,62,32,68,66,58,60,50,57,63,Current
Wesley Iwundu,72,United States,Orlando Magic,Shot Creator,SF,SG,198,88,25,3,Kansas State,380,1,71,70,56,60,60,48,70,74,2379,71,74,74,82,70,55,62,64,49,79,80,75,80,60,40,65,49,58,52,44,80,68,74,60,62,34,62,70,43,51,75,66,62,50,39,56,Current
Khem Birch,72,Canada,Orlando Magic,Paint Defender,C,PF,206,105,24,3,UNLV,385,1,59,77,61,32,61,67,95,73,2324,74,50,25,61,79,65,71,67,73,78,75,90,83,61,75,70,51,44,55,50,78,25,32,34,40,31,77,48,37,63,57,79,60,65,68,65,Current
Melvin Frazier Jr.,70,United States,Orlando Magic,Floor-Spacing Slasher,SG,SF,196,90,35,2,Tulane,454,1,61,78,51,61,63,44,50,74,2339,68,59,75,71,57,35,93,92,42,83,80,75,79,75,40,70,33,40,31,41,80,60,71,76,60,40,46,72,74,37,78,70,75,50,40,47,Current
Vic Law,69,United States,Orlando Magic,3-Level Scorer,PF,SF,201,90,23,0,Northwestern,488,1,68,65,56,58,47,69,50,70,2229,69,73,79,79,65,40,62,63,60,72,85,35,78,75,40,70,42,51,49,50,70,61,68,54,64,41,64,54,30,41,52,52,44,40,68,69,Current
B.J. Johnson,68,United States,Orlando Magic,3-Level Scorer,SF,PF,203,90,13,1,La Salle,529,1,62,72,59,52,54,44,30,68,2231,60,72,75,84,50,30,70,71,48,80,80,75,83,70,70,70,50,50,52,34,75,62,63,58,50,29,60,65,52,50,54,61,57,35,40,48,Current
Joel Embiid,91,Cameroon,Philadelphia 76ers,Paint Beast,C,-,213,113,21,6,Kansas,10,287,85,79,88,56,73,83,95,93,2983,90,72,79,81,95,95,67,63,95,68,94,90,76,80,90,80,90,88,96,85,95,40,57,61,58,65,91,60,42,76,64,93,64,90,70,95,Current
Ben Simmons,87,Australia,Philadelphia 76ers,2-Way Slashing Playmaker,PG,SF,208,104,25,4,LSU,25,479,73,88,85,83,83,63,80,90,3109,75,46,55,63,98,98,93,84,80,85,97,97,83,93,83,86,76,73,78,96,98,75,86,84,89,79,79,87,90,53,85,87,92,90,56,70,Current
Tobias Harris,84,United States,Philadelphia 76ers,Inside-Out Scorer,SF,PF,203,106,12,9,Tennessee,52,703,88,77,77,70,58,56,65,85,2750,92,79,80,81,98,95,75,59,73,79,95,73,82,85,65,75,70,70,83,73,95,77,77,56,80,58,59,58,38,52,67,66,64,60,38,73,Current
Al Horford,80,Dominican Republic,Philadelphia 76ers,2-Way Mid-Range Maestro,PF,C,206,110,42,3,Florida,83,853,76,74,72,64,71,63,55,85,2711,75,87,77,75,86,55,53,48,91,69,95,85,78,65,80,65,76,85,84,40,84,83,50,33,88,68,86,68,42,65,67,88,70,85,52,73,Current
Josh Richardson,80,United States,Philadelphia 76ers,2-Way Mid-Range Shooter,SG,PG,196,90,0,5,Tennessee,90,865,82,79,55,71,75,43,55,82,2662,75,95,75,79,90,80,80,83,57,72,95,80,83,75,50,78,30,48,32,50,80,69,78,79,68,59,69,87,43,60,88,85,82,85,38,48,Current
Alec Burks,77,United States,Philadelphia 76ers,3PT Specialist,SG,PG,198,96,20,9,Colorado,173,1,80,75,65,74,61,51,45,77,2599,72,78,80,90,82,80,81,78,48,69,89,72,85,78,40,69,40,58,78,79,77,72,79,80,73,64,45,72,49,47,72,74,70,55,38,64,Current
Matisse Thybulle,75,United States  /  Australia,Philadelphia 76ers,Perimeter Lockdown,SG,SF,196,90,22,1,Washington,224,1,55,76,55,62,84,40,30,80,2478,57,58,79,61,50,25,76,78,59,70,85,84,80,70,35,75,52,52,47,30,80,68,71,69,68,35,69,87,97,71,86,87,93,85,42,37,Current
Shake Milton,75,United States,Philadelphia 76ers,3PT Specialist,SG,SF,196,93,18,2,SMU,252,1,80,73,56,74,51,43,50,75,2429,81,75,84,77,95,70,77,79,38,77,80,80,83,79,30,60,46,44,40,59,89,75,78,77,76,65,30,65,43,45,74,58,50,40,35,50,Current
Glenn Robinson III,75,United States,Philadelphia 76ers,3-Level Scorer,SF,SG,198,100,22,6,Michigan,254,1,76,72,66,54,58,51,50,75,2446,89,88,82,87,69,40,81,63,40,98,80,59,83,70,75,90,44,55,52,70,68,60,68,65,40,36,52,70,43,45,69,75,53,60,48,54,Current
Furkan Korkmaz,75,Turkey,Philadelphia 76ers,3PT Specialist,SF,SG,201,86,30,4,Turkey,257,1,81,74,60,58,53,41,40,75,2389,84,79,83,74,85,80,70,69,50,80,85,81,80,76,40,75,30,60,45,65,88,54,73,64,65,33,40,64,41,47,69,56,62,45,31,51,Current
Kyle O’Quinn,74,United States,Philadelphia 76ers,Mid-Range Specialist,C,PF,206,113,9,8,Norfolk State,296,1,73,67,61,50,57,87,30,74,2385,88,88,73,81,75,35,38,25,83,75,78,85,85,57,65,62,60,58,60,58,68,39,47,35,62,68,69,37,36,85,54,64,59,55,85,89,Current
Raul Neto,73,Brazil,Philadelphia 76ers,3PT Specialist,PG,-,185,81,19,7,Brazil,337,1,75,73,48,74,63,40,65,73,2441,69,77,84,85,82,55,71,75,51,68,82,85,79,74,25,25,43,40,35,64,81,75,79,70,76,68,40,73,56,45,75,66,80,70,35,45,Current
Mike Scott,72,United States,Philadelphia 76ers,Stretch Four,PF,-,201,107,1,8,Virginia,383,1,78,68,64,40,54,60,35,74,2317,80,82,80,77,85,65,44,44,73,63,81,88,82,69,70,70,63,65,65,40,70,39,44,44,42,31,67,65,35,35,65,63,52,50,53,67,Current
Ryan Broekhoff,72,Australia,Philadelphia 76ers,3PT Specialist,SF,SG,198,97,45,2,Valparaiso,387,1,76,67,55,58,52,57,55,73,2317,75,71,83,89,75,65,65,67,40,70,80,70,80,70,35,60,40,55,48,52,78,62,70,60,64,35,44,65,41,58,67,49,52,40,40,74,Current
Norvel Pelle,71,Antigua & Barbuda,Philadelphia 76ers,Rim Protector,C,PF,208,97,14,1,Price HS (CA),432,1,56,73,64,43,51,79,60,71,2275,74,66,29,75,54,40,56,59,68,75,80,90,82,59,75,75,68,54,59,47,75,44,45,44,52,30,69,37,28,90,47,60,40,40,69,89,Current
Zhaire Smith,70,United States,Philadelphia 76ers,Inside-Out Scorer,SG,PG,191,90,5,2,Texas Tech,451,1,59,84,55,60,63,44,25,75,2377,64,71,74,72,40,35,95,90,63,91,85,85,81,72,40,80,35,51,44,40,80,66,70,69,48,46,55,71,57,53,79,68,70,50,39,48,Current
Marial Shayok,67,Canada,Philadelphia 76ers,3PT Specialist,SG,SF,196,88,35,1,Iowa State,536,1,67,73,51,64,48,35,50,73,2212,69,75,81,82,50,45,71,70,60,72,80,75,80,66,30,70,40,44,35,41,80,68,64,67,66,54,44,55,35,40,66,50,50,45,29,40,Current
Devin Booker,87,United States,Phoenix Suns,Scoring Machine,SG,PG,196,95,1,5,Kentucky,26,481,90,73,61,80,55,43,80,89,2639,91,83,82,92,95,98,76,79,42,70,95,70,81,94,30,50,28,38,79,86,85,79,87,76,83,75,38,70,37,40,74,60,62,60,31,54,Current
Deandre Ayton,84,Bahamas,Phoenix Suns,Glass-Cleaning Finisher,C,-,211,113,22,2,Arizona,45,689,81,79,81,56,65,88,75,89,2819,89,71,60,77,97,90,75,65,82,82,90,76,81,79,90,75,85,75,82,80,82,53,61,55,70,39,78,49,37,82,61,78,69,65,87,88,Current
Kelly Oubre Jr.,81,United States,Phoenix Suns,Mid-Range Finisher,SF,PF,201,92,3,5,Kansas,81,840,84,79,58,66,63,56,65,81,2605,81,94,79,78,80,90,72,82,58,95,90,75,84,78,40,84,35,42,33,69,80,70,78,69,80,32,49,74,49,57,76,70,75,50,43,68,Current
Ricky Rubio,79,Spain,Phoenix Suns,Playmaker,PG,-,191,86,11,1,Spain,113,921,81,69,46,84,63,49,60,80,2494,76,79,78,85,88,80,75,79,27,60,88,73,80,74,25,25,25,40,26,68,86,84,86,75,88,86,32,78,70,35,79,76,70,60,37,61,Current
Aron Baynes,78,Australia,Phoenix Suns,Interior Finisher,C,PF,208,117,46,7,Washington State,134,971,86,67,73,47,58,71,75,78,2564,97,79,78,75,97,90,30,34,92,54,90,90,80,60,65,65,85,62,72,84,90,52,35,25,82,42,74,37,31,62,49,75,62,75,65,76,Current
Mikal Bridges,77,United States,Phoenix Suns,3-Level Scorer,SF,PF,198,95,25,2,Villanova,149,1,68,79,55,64,74,50,50,82,2541,67,79,79,85,60,40,80,82,62,85,85,75,84,75,40,75,35,42,54,35,80,70,75,72,68,37,56,80,76,58,80,78,86,75,42,57,Current
Cameron Johnson,76,United States,Phoenix Suns,Stretch Four,PF,SF,203,92,23,1,North Carolina,176,1,79,75,61,52,53,50,85,82,2437,70,77,83,76,90,75,70,69,60,79,85,86,78,64,60,60,66,67,62,51,57,59,59,43,66,34,50,49,42,53,55,60,50,66,46,53,Current
Dario Saric,76,Croatia,Phoenix Suns,Mid-Range Specialist,PF,-,208,100,20,6,Croatia,198,1,76,72,67,65,57,67,40,77,2525,76,89,77,83,70,60,63,69,65,60,82,86,81,79,45,70,64,64,78,40,92,75,69,57,84,42,70,49,38,47,61,74,50,65,58,76,Current
Frank Kaminsky III,75,United States,Phoenix Suns,Interior Finisher,C,PF,213,109,8,5,Wisconsin,234,1,81,70,73,48,48,62,70,77,2459,94,68,78,67,88,90,47,53,66,67,89,85,82,78,50,65,79,79,78,68,90,40,54,38,50,59,65,40,36,51,42,63,50,40,47,76,Current
Cameron Payne,74,United States,Phoenix Suns,3PT Specialist,PG,-,191,86,22,5,Murray State,278,1,82,72,46,76,51,41,60,76,2366,88,79,82,81,85,75,75,78,39,72,82,75,84,70,25,25,25,36,31,80,72,75,78,83,72,70,31,60,56,51,70,51,52,40,35,47,Current
Jevon Carter,73,United States,Phoenix Suns,3PT Specialist,PG,SG,185,88,4,2,West Virginia,302,1,70,75,44,69,68,47,80,78,2434,64,73,83,81,57,60,76,78,60,71,85,76,81,75,25,35,32,34,30,40,80,75,79,76,70,44,34,79,73,55,84,72,75,70,42,52,Current
Cheick Diallo,73,Mali,Phoenix Suns,Mid-Range Finisher,C,PF,203,99,14,4,Kansas,323,1,68,74,68,38,53,71,98,75,2390,92,76,52,75,60,50,70,61,73,80,80,70,81,74,85,75,64,57,62,65,63,32,42,38,45,33,67,40,37,62,54,65,55,40,57,85,Current
Ty Jerome,71,United States,Phoenix Suns,Offense Initiator,PG,-,196,87,10,1,Virginia,398,1,65,72,49,75,59,46,98,77,2391,64,75,70,74,65,40,69,68,56,62,85,85,80,68,40,45,38,37,40,41,80,76,86,69,75,67,40,66,63,45,73,65,68,50,35,56,Current
Elie Okobo,71,France,Phoenix Suns,Offense Initiator,PG,SG,191,86,2,2,France,400,1,67,74,49,78,56,45,60,77,2377,63,73,79,69,50,70,80,79,52,75,85,65,80,74,25,40,32,44,38,62,75,78,86,80,78,70,48,69,46,37,76,67,65,40,37,53,Current
Jalen Lecque,68,United States,Phoenix Suns,Slasher,SG,PG,191,83,0,0,Brewster Academy (NH),496,1,57,75,50,72,50,39,60,78,2246,60,62,64,67,50,40,74,74,54,96,80,70,80,71,25,89,30,37,35,44,70,72,77,74,70,67,43,56,45,30,75,55,65,30,37,40,Current
Tariq Owens,68,United States,Phoenix Suns,Interior Finisher,PF,SF,208,92,41,0,Texas Tech,524,1,63,74,61,47,53,55,35,69,2250,65,67,69,79,65,35,63,62,70,80,80,79,83,68,75,75,52,50,40,50,74,48,49,47,54,36,62,35,30,74,52,69,54,45,42,68,Current
Damian Lillard,94,United States,Portland Trail Blazers,Offensive Threat,PG,-,188,88,0,8,Weber State,9,175,91,88,63,89,58,42,98,95,2849,80,93,88,89,98,98,87,88,63,89,97,95,98,95,25,85,30,38,42,94,98,88,94,87,95,79,25,69,41,45,76,72,77,55,32,51,Current
C.J. McCollum,84,United States,Portland Trail Blazers,Shot Creator,SG,PG,191,86,3,7,Lehigh,49,696,85,83,53,78,56,42,70,87,2593,86,94,82,75,80,90,82,84,60,80,98,95,80,80,30,40,38,46,32,69,91,75,86,82,80,68,35,68,37,55,76,69,50,60,34,49,Current
Jusuf Nurkic,84,Bosnia & Herzegovina,Portland Trail Blazers,Glass-Cleaning Finisher,C,-,213,124,27,6,Bosnia and Herzegovina,51,700,82,66,78,55,64,90,85,86,2716,84,80,68,77,94,90,51,37,90,50,85,75,72,74,75,65,82,78,84,86,80,60,40,25,82,70,78,45,49,81,49,79,60,70,92,88,Current
Hassan Whiteside,83,United States,Portland Trail Blazers,Paint Beast,C,-,213,119,21,0,Marshall,63,772,67,68,73,41,66,89,40,83,2498,96,71,39,68,70,60,66,57,86,60,70,70,66,70,85,71,78,62,79,60,80,60,35,30,50,31,83,53,32,95,48,81,60,75,85,93,Current
Carmelo Anthony,78,United States,Portland Trail Blazers,Inside-Out Scorer,PF,SF,203,108,0,7,Syracuse,120,939,81,76,72,67,53,55,50,86,2598,87,78,81,84,75,80,76,76,80,74,90,60,79,75,55,70,64,87,83,50,90,75,80,75,72,33,63,62,40,51,69,58,40,40,45,65,Current
Gary Trent Jr.,77,United States,Portland Trail Blazers,Sharpshooter,SG,-,196,92,2,2,Duke,148,996,82,79,58,60,56,38,85,82,2498,67,85,83,84,85,85,86,87,58,90,80,70,82,76,40,75,44,57,46,54,73,60,71,77,61,32,50,61,53,50,74,60,64,35,35,41,Current
Rodney Hood,76,United States,Portland Trail Blazers,Sharpshooter,SF,SG,203,93,5,6,Duke,218,1,76,69,62,64,59,42,25,76,2410,93,88,88,78,50,60,70,68,37,69,80,76,83,76,40,40,50,58,74,69,89,75,78,68,68,33,58,69,41,37,77,68,68,50,33,50,Current
Zach Collins,75,United States,Portland Trail Blazers,Inside-Out Scorer,PF,C,211,106,33,3,Gonzaga,226,1,72,73,70,40,58,49,80,79,2413,88,50,76,75,85,55,66,65,60,79,78,80,80,72,70,65,72,70,70,63,75,37,49,38,38,37,68,45,35,74,57,70,65,50,49,48,Current
Trevor Ariza,74,United States,Portland Trail Blazers,3PT Specialist,SF,PF,203,97,3,6,UCLA,282,1,63,77,62,63,70,51,25,76,2488,47,75,81,84,55,35,77,79,60,75,85,80,81,70,55,65,55,60,59,40,88,70,70,72,70,35,60,79,66,47,78,78,79,75,37,65,Current
Mario Hezonja,73,Croatia,Portland Trail Blazers,3-Level Scorer,SF,PF,203,101,44,5,Croatia,322,1,73,76,57,61,61,56,35,76,2445,86,74,76,82,70,50,75,78,60,84,80,72,85,80,45,75,25,62,45,40,85,60,72,70,70,33,54,70,49,50,77,68,70,50,42,70,Current
Nassir Little,72,United States,Portland Trail Blazers,Mid-Range Finisher,PF,SF,196,101,9,1,North Carolina,344,1,63,80,61,53,63,57,75,80,2463,74,76,60,64,60,45,77,79,70,81,85,85,80,79,35,82,54,52,59,50,80,52,65,68,49,30,68,70,38,61,77,70,65,55,53,60,Current
Anfernee Simons,72,United States,Portland Trail Blazers,3-Level Scorer,PG,SG,191,83,1,2,IMG Academy (FL),346,1,76,75,53,71,48,41,70,79,2365,76,80,77,83,70,70,86,89,27,90,70,80,80,73,40,75,25,44,32,60,75,79,78,79,79,38,34,59,36,40,76,50,55,30,34,47,Current
Wenyen Gabriel,70,Sudan,Portland Trail Blazers,Inside-Out Scorer,PF,SF,206,92,35,1,Kentucky,458,1,59,74,59,52,63,64,50,73,2360,63,62,70,63,50,45,66,64,69,75,80,85,81,70,75,75,52,38,46,44,70,55,60,58,59,30,69,59,70,65,62,70,54,55,67,61,Current
Jaylen Hoard,69,France,Portland Trail Blazers,Slasher,SF,SG,203,95,6,1,Wake Forest,473,1,62,71,57,54,55,68,40,74,2288,62,63,64,72,50,60,63,60,60,75,80,80,80,70,40,75,50,52,58,44,70,55,63,60,62,30,52,69,70,29,73,64,48,35,67,69,Current
Caleb Swanigan,69,United States,Portland Trail Blazers,Rebounder,C,PF,206,113,50,3,Purdue,477,1,56,63,68,46,47,78,65,73,2223,65,70,49,76,40,35,51,52,80,45,78,55,81,69,70,60,71,70,69,60,75,48,37,30,62,54,60,37,31,61,47,61,50,30,69,87,Current
Jaylen Adams,69,United States,Portland Trail Blazers,Offense Initiator,PG,-,188,86,10,2,St. Bonaventure,478,1,70,75,43,75,48,47,50,73,2264,70,75,77,81,60,55,80,80,51,78,84,71,84,71,25,25,25,40,25,55,75,75,80,80,70,69,27,57,43,50,69,58,47,35,38,56,Current
Moses Brown,67,United States,Portland Trail Blazers,Paint Defender,C,-,218,110,4,1,UCLA,535,1,41,62,57,42,58,79,25,74,2068,54,46,26,35,48,35,42,40,68,75,70,60,80,54,75,60,52,42,58,40,75,44,44,35,58,30,72,52,31,82,54,72,58,45,79,78,Current
De’Aaron Fox,85,United States,Sacramento Kings,Slashing Playmaker,PG,-,191,79,5,3,Kentucky,37,629,79,84,55,87,68,46,75,88,2739,85,77,73,70,80,90,97,97,46,84,96,90,80,85,25,80,25,30,27,79,90,83,88,97,87,80,34,79,66,55,85,77,77,70,36,56,Current
Marvin Bagley III,81,United States,Sacramento Kings,Interior Finisher,C,PF,211,105,35,2,Duke,73,821,80,82,80,53,59,76,98,85,2770,75,80,62,80,95,90,73,74,78,86,95,80,87,80,85,85,80,78,79,70,85,47,62,64,60,30,70,49,36,73,57,70,65,55,68,84,Current
Buddy Hield,81,Bahamas,Sacramento Kings,Sharpshooter,SG,SF,193,96,24,4,Oklahoma,76,827,85,72,58,72,55,51,70,83,2532,73,84,87,86,97,85,75,78,41,78,90,60,82,85,25,65,28,45,48,70,94,75,79,74,70,62,48,69,42,45,74,54,60,50,40,61,Current
Bogdan Bogdanovic,79,Serbia,Sacramento Kings,3-Level Scorer,SG,SF,198,92,8,6,Serbia,106,910,85,74,63,74,57,43,55,81,2579,90,96,80,73,92,80,75,75,63,78,82,67,77,83,50,65,62,57,57,48,85,74,79,73,79,65,51,63,49,47,73,60,60,50,31,54,Current
Harrison Barnes,78,United States,Sacramento Kings,3PT Specialist,SF,PF,203,101,40,8,UNC,130,960,76,80,70,67,60,49,50,79,2620,73,73,82,80,70,80,77,72,70,95,92,75,82,80,55,81,48,65,83,59,88,72,78,73,75,39,67,75,35,35,75,65,65,60,40,57,Current
Richaun Holmes,78,United States,Sacramento Kings,Mid-Range Specialist,C,-,208,106,22,5,Bowling Green,138,975,77,74,73,44,60,78,65,78,2556,90,84,45,80,85,75,57,55,69,81,80,95,82,78,85,75,72,57,69,60,85,42,58,38,54,30,75,40,49,83,56,68,55,50,77,79,Current
Nemanja Bjelica,78,Serbia,Sacramento Kings,Stretch Four,PF,SF,208,105,88,0,Serbia,140,977,82,70,63,61,55,66,55,78,2495,88,74,87,84,85,75,59,65,60,52,92,86,77,74,45,65,59,68,66,72,57,70,72,43,60,58,50,49,42,56,65,60,50,66,57,74,Current
Jabari Parker,77,United States,Sacramento Kings,Slashing Four,PF,-,203,110,33,6,Duke,153,1,76,81,82,62,64,64,35,80,2744,88,57,68,74,85,85,72,75,80,85,90,82,83,82,85,85,79,79,80,70,94,61,73,66,68,44,68,59,70,55,67,69,68,55,58,70,Current
Alex Len,76,Ukraine,Sacramento Kings,Glass Cleaner,C,-,213,113,25,7,Maryland,191,1,74,67,67,34,60,81,70,77,2409,90,61,63,64,85,80,43,44,75,60,80,92,78,70,80,65,74,48,76,60,64,31,32,25,45,35,74,44,40,82,50,78,62,50,77,85,Current
Harry Giles III,75,United States,Sacramento Kings,Mid-Range Specialist,C,PF,211,108,20,3,Duke,235,1,79,73,74,54,56,76,65,77,2578,77,82,63,77,98,75,68,67,65,75,75,80,79,80,85,75,70,68,70,62,80,65,40,39,74,51,68,42,53,62,60,70,55,35,65,86,Current
Kent Bazemore,74,United States,Sacramento Kings,3PT Shot Creator,SF,SG,193,90,26,8,Old Dominion,279,1,71,78,60,66,68,50,55,76,2559,48,59,78,80,88,70,81,81,46,82,88,89,82,77,35,75,30,47,70,61,84,75,73,81,70,33,45,77,63,61,79,77,68,75,33,67,Current
Cory Joseph,73,Canada,Sacramento Kings,Offense Initiator,PG,SG,191,87,9,9,Texas,329,1,74,70,46,78,64,43,60,74,2430,82,72,78,83,89,40,74,72,40,65,88,70,84,76,25,30,27,39,29,60,85,82,84,74,84,68,54,80,43,52,82,71,59,70,37,48,Current
Corey Brewer,73,United States,Sacramento Kings,Ball Hawk,SF,SG,206,84,33,3,Florida,330,1,63,72,60,60,71,51,45,74,2451,26,70,74,72,75,60,67,61,58,72,89,76,82,75,40,75,44,57,46,63,82,65,68,65,62,40,58,74,92,51,76,70,90,55,51,51,Current
Yogi Ferrell,71,United States,Sacramento Kings,Mid-Range Shot Creator,PG,SG,183,81,3,4,Indiana,413,1,77,72,44,81,47,41,35,75,2300,85,93,70,88,88,40,84,84,32,70,92,65,80,77,25,30,25,32,25,50,88,84,86,84,86,66,25,64,42,45,70,50,48,35,32,50,Current
Justin James,71,United States,Sacramento Kings,Inside-Out Scorer,SF,SG,201,86,10,1,Wyoming,434,1,64,69,62,63,61,49,40,71,2377,73,68,76,74,55,40,71,70,54,70,80,60,80,74,60,65,54,52,52,66,70,69,69,68,69,42,57,66,41,78,71,65,65,45,40,57,Current
DaQuan Jeffries,70,United States,Sacramento Kings,3-Level Scorer,SG,SF,196,97,19,1,Tulsa,455,1,65,75,65,57,53,58,85,73,2408,60,75,76,76,50,50,79,79,57,89,80,60,80,72,70,75,63,65,60,42,70,55,70,68,53,37,54,58,53,50,69,50,54,35,51,65,Current
Kyle Guy,69,United States,Sacramento Kings,Sharpshooter,PG,SG,185,77,7,1,Virginia,469,1,72,71,53,59,49,40,90,74,2294,64,82,84,74,70,60,72,72,42,79,80,75,80,73,40,40,49,51,48,45,80,61,70,72,62,30,40,59,40,51,60,50,60,35,33,47,Current
DeMar DeRozan,86,United States,San Antonio Spurs,Mid-Range Slasher,SF,SG,198,99,10,1,Southern California,32,569,83,84,75,78,63,50,70,87,2841,90,87,67,84,85,85,82,86,57,88,98,85,91,93,55,84,40,78,87,70,94,75,83,82,79,73,50,77,42,40,76,74,82,65,35,65,Current
LaMarcus Aldridge,84,United States,San Antonio Spurs,3-Level Scorer,C,PF,211,117,12,4,Texas,48,692,87,70,81,50,63,63,85,87,2717,91,86,83,83,95,85,43,46,87,62,95,80,80,78,70,69,90,92,90,70,92,55,42,38,70,43,74,48,37,82,52,77,70,65,56,69,Current
Dejounte Murray,80,United States,San Antonio Spurs,2-Way Scoring Machine,PG,-,193,77,5,4,Washington,87,859,79,74,61,81,79,63,25,84,2750,76,92,81,80,75,70,82,81,40,60,90,85,80,86,40,75,40,48,49,58,88,84,86,82,82,71,53,86,96,50,86,85,93,85,50,76,Current
Rudy Gay,79,United States,San Antonio Spurs,Mid-Range Finisher,PF,SF,203,104,22,4,Connecticut,103,907,77,78,71,64,57,65,80,81,2634,84,89,74,88,65,60,73,77,65,81,94,79,76,80,55,75,68,75,80,60,76,70,78,71,56,43,68,61,37,58,76,66,51,35,48,81,Current
Derrick White,79,United States,San Antonio Spurs,Playmaking Shot Creator,SG,PG,193,86,4,3,Colorado,115,923,86,76,52,83,66,46,50,80,2623,92,82,80,86,95,80,94,90,36,75,80,78,81,74,40,55,35,51,35,62,60,88,86,88,85,69,38,82,41,72,82,76,69,65,36,55,Current
Patty Mills,77,Australia,San Antonio Spurs,Floor-Spacing Slasher,PG,-,185,81,8,1,Saint Mary's,166,1,86,74,44,75,51,36,90,77,2415,84,79,82,86,95,90,85,84,51,66,82,70,82,84,25,25,25,37,25,59,73,79,86,85,84,43,27,65,49,35,72,61,61,40,32,40,Current
Keldon Johnson,76,United States,San Antonio Spurs,3PT Specialist,SF,SG,196,95,3,1,Kentucky,177,1,71,79,63,64,57,59,60,81,2526,74,77,82,70,69,55,76,78,68,71,85,95,80,74,65,65,52,54,60,52,85,68,71,73,68,41,63,69,42,40,75,64,51,55,52,66,Current
Jakob Poeltl,76,Austria,San Antonio Spurs,Glass-Cleaning Lockdown,C,-,216,104,25,4,Utah,214,1,64,66,70,52,56,81,60,76,2407,92,78,45,49,70,50,51,37,74,57,80,84,80,63,75,60,77,60,75,64,85,69,38,31,62,58,71,45,43,93,34,75,40,45,78,83,Current
Trey Lyles,75,Canada,San Antonio Spurs,Stretch Four,PF,C,206,105,41,5,Kentucky,243,1,76,70,71,49,52,70,40,76,2435,66,85,82,73,74,75,54,55,69,65,81,80,84,81,70,65,66,74,69,66,80,55,58,41,60,33,68,36,38,58,52,64,62,40,55,85,Current
